지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),일 최심적설(cm),평균 전운량(1/10),안개 계속시간(hr)
152,울산,2023-10-21,12.4,,2.4,44.5,,,1.1,
152,울산,2023-10-22,14,,1.7,49,,,4.9,
152,울산,2023-10-23,15.2,,1.6,62.3,,,0.6,
152,울산,2023-10-24,15.1,,1.2,65.6,,,3.6,
152,울산,2023-10-25,16.2,,1.5,67.4,,,0,
152,울산,2023-10-26,17.3,,1.4,63.1,,,1.5,
152,울산,2023-10-27,14.4,0,2.3,71.4,,,1.4,
152,울산,2023-10-28,13.9,,1.5,69.3,,,1.9,
152,울산,2023-10-29,14.1,,1.7,70.4,,,1.1,
152,울산,2023-10-30,14.8,,1,71,,,1.1,
152,울산,2023-10-31,16.1,,0.9,56.6,,,0,
152,울산,2023-11-01,18.5,,1.5,55.6,,,0,
152,울산,2023-11-02,20.2,,1.5,57.1,,,0,
152,울산,2023-11-03,20.6,,2.4,58.1,,,1.5,
152,울산,2023-11-04,18,0,1.7,80.5,,,8,
152,울산,2023-11-05,19.4,0.1,1.5,83.1,,,8.5,
152,울산,2023-11-06,18.9,21,4.4,63,,,5.9,
152,울산,2023-11-07,11.7,,2.9,35.5,,,0,
152,울산,2023-11-08,11.7,,1.4,57.3,,,1.9,
152,울산,2023-11-09,16,,1.6,68.9,,,5.1,
152,울산,2023-11-10,11.5,3,2.5,55.3,,,5.4,
152,울산,2023-11-11,7.2,,2.8,47.3,,,3.3,
152,울산,2023-11-12,4.8,,3.3,41.9,,,2.8,
152,울산,2023-11-13,5,,2.8,36.5,,,0,
152,울산,2023-11-14,7.8,,2.6,46.5,,,1.1,
152,울산,2023-11-15,8.7,,1.9,54.5,,,0,
152,울산,2023-11-16,8.1,9,1.7,71.4,,,7.1,
152,울산,2023-11-17,6.3,,2.8,51.3,,,1.9,
152,울산,2023-11-18,3.9,0,4,48.1,,,1.3,
152,울산,2023-11-19,9.2,,2.6,50.9,,,0,
152,울산,2023-11-20,9.3,,2,54.3,,,0,
152,울산,2023-11-21,10,,1.2,52.4,,,0,
152,울산,2023-11-22,12.7,,1.6,59.3,,,2,
152,울산,2023-11-23,16.9,,2.9,51.4,,,3.9,
152,울산,2023-11-24,4.4,,3.8,29.8,,,0.4,
152,울산,2023-11-25,2.2,,2.2,40.6,,,0,
152,울산,2023-11-26,6.3,,1.8,34.9,,,4.5,
152,울산,2023-11-27,9.8,,1.6,56.9,,,4.6,
152,울산,2023-11-28,6.6,,2.3,44.5,,,1,
152,울산,2023-11-29,5,,2,53.6,,,6.6,
152,울산,2023-11-30,1.1,,3.1,35.4,,,1.9,
152,울산,2023-12-01,1.3,,3.3,40,,,0,
152,울산,2023-12-02,4.5,,2.4,49.3,,,1.5,
152,울산,2023-12-03,5.6,,1.7,45.4,,,0,
152,울산,2023-12-04,7.1,,1.7,33.8,,,2.8,
152,울산,2023-12-05,8,,1.8,42.6,,,4.8,
152,울산,2023-12-06,8.9,0,1.7,56.6,,,3.9,
152,울산,2023-12-07,8.7,,2.7,36.9,,,0,
152,울산,2023-12-08,13.2,,4,58,,,0.3,
152,울산,2023-12-09,15.5,,2.5,62,,,3,
152,울산,2023-12-10,12,,1.5,74.5,,,4.1,
152,울산,2023-12-11,13.6,49.6,3.7,92.8,,,10,
152,울산,2023-12-12,8.8,0,3.6,79.1,,,9,
152,울산,2023-12-13,8.7,,2,74.3,,,4.4,
152,울산,2023-12-14,9.8,24.3,1.4,87.1,,,9.6,
152,울산,2023-12-15,8.4,50.6,1.7,95.5,,,10,
152,울산,2023-12-16,3,1,2.5,64.6,,,5.6,
152,울산,2023-12-17,-4.4,,3.7,37.3,,,0.6,
152,울산,2023-12-18,-2.4,,2.6,38.1,,,6,
152,울산,2023-12-19,0.9,,2.2,35.3,,,7.1,
152,울산,2023-12-20,-1.1,0,2.7,50.5,,,3.8,
152,울산,2023-12-21,-5.7,,3.3,37.5,,,0,
152,울산,2023-12-22,-5.4,,4.1,32.8,,,0,
152,울산,2023-12-23,-2.2,,2.9,36.5,,,3.3,
152,울산,2023-12-24,0.5,0,1.9,51.4,,,4.4,
152,울산,2023-12-25,1.3,,2.3,51.6,,,0.1,
152,울산,2023-12-26,4.2,,1.9,50.3,,,3.1,
152,울산,2023-12-27,5.5,,1.9,63.1,,,3.1,
152,울산,2023-12-28,5.1,,1.9,59.3,,,0.3,
152,울산,2023-12-29,5,,2.3,53.1,,,1.1,
152,울산,2023-12-30,6.4,1.1,1.8,56.8,,,5.1,
152,울산,2023-12-31,6,0.1,2.7,71.8,,,4,
152,울산,2024-01-01,5.6,0,2.4,65.4,,,5.9,
152,울산,2024-01-02,6.8,0,1.8,59.8,,,6.5,
152,울산,2024-01-03,4.4,0.1,3.3,61.3,,,5.5,
152,울산,2024-01-04,3.7,,2,44,,,0,
152,울산,2024-01-05,6.4,,1.7,52.8,,,0,
152,울산,2024-01-06,4.7,,2.3,43.6,,,1.4,
152,울산,2024-01-07,0.5,,2.9,34.1,,,0.6,
152,울산,2024-01-08,-1,,2.3,33.1,,,0.3,
152,울산,2024-01-09,2.2,5.8,1.8,52.4,,,5.9,
152,울산,2024-01-10,4.1,0.8,3.3,73.9,,,6.4,
152,울산,2024-01-11,3.9,,1.9,57.9,,,0,
152,울산,2024-01-12,4.9,,1.8,42.9,,,0,
152,울산,2024-01-13,3,,2.7,37.8,,,0,
152,울산,2024-01-14,7,0,2.2,60.9,,,0.9,
152,울산,2024-01-15,2.8,,2.9,45.1,,,0,
152,울산,2024-01-16,2.4,,2.3,48.3,,,1.9,
152,울산,2024-01-17,6.1,0.4,1.1,70.3,,,9.3,
152,울산,2024-01-18,9.8,9.8,2.5,81.8,,,9.8,
152,울산,2024-01-19,6,1.4,3.5,75.3,,,9.9,
152,울산,2024-01-20,6.5,22.5,3.2,86.6,,,10,
152,울산,2024-01-21,5.9,0.7,2.9,80.4,,,9.8,
152,울산,2024-01-22,-0.3,0.3,3.4,52.9,,,3.4,
152,울산,2024-01-23,-5.7,,4,40.5,,,0.3,
152,울산,2024-01-24,-4.9,,3.6,41.9,,,0,
152,울산,2024-01-25,-2.8,,2.8,36.1,,,0.6,
152,울산,2024-01-26,1.7,,2.8,38.5,,,0,
152,울산,2024-01-27,3.4,,2.2,47,,,1.8,
152,울산,2024-01-28,2.7,,3.4,42.8,,,2,
152,울산,2024-01-29,3,,2.4,50.9,,,0.3,
152,울산,2024-01-30,5,,1.7,56.9,,,3.1,
152,울산,2024-01-31,8.1,0.5,1.4,73.8,,,7.3,
152,울산,2024-02-01,6.2,2.3,2.7,68.8,,,10,
152,울산,2024-02-02,4.8,0,2.2,77.3,,,8.4,
152,울산,2024-02-03,5.3,5,2,82.4,,,9.4,
152,울산,2024-02-04,6,2.8,2.6,85.9,,,9.8,
152,울산,2024-02-05,5.2,24.7,3.5,88.1,,,10,
152,울산,2024-02-06,3.1,0,2.1,81.4,,,9.6,
152,울산,2024-02-07,2.7,,2.4,68.9,,,2.3,
152,울산,2024-02-08,4,,2.2,63.6,,,3.4,
152,울산,2024-02-09,4.5,0,2.3,53.9,,,3.6,
152,울산,2024-02-10,4,,2.5,43.1,,,0,
152,울산,2024-02-11,4.2,,2.5,45.8,,,0,
152,울산,2024-02-12,5,,2,50.3,,,0,
152,울산,2024-02-13,10.8,,2.9,54.1,,,0,
152,울산,2024-02-14,13.8,1,1.9,74.6,,,6.9,
152,울산,2024-02-15,10.9,0,2.7,72.9,,,7.3,
152,울산,2024-02-16,4.1,,2.3,58.4,,,4.1,
152,울산,2024-02-17,6.4,,1.3,66.6,,,0,
152,울산,2024-02-18,10.4,5.3,1.8,78.6,,,5.8,
152,울산,2024-02-19,16.1,39.8,2.1,84.5,,,6.6,3.13
152,울산,2024-02-20,7.3,6.1,3.1,88.3,,,9.8,
152,울산,2024-02-21,5.5,6.4,3.7,90.6,,,10,
152,울산,2024-02-22,3,2.3,3.7,84.9,,,10,
152,울산,2024-02-23,2.9,0,3.5,73.3,,,10,
152,울산,2024-02-24,3.9,1.1,3.1,67.3,,,10,
152,울산,2024-02-25,4.7,1.6,3,82.9,,,9.3,
152,울산,2024-02-26,4.7,0,3.2,69,,,4.8,
152,울산,2024-02-27,4,,2.9,57.4,,,8.4,
152,울산,2024-02-28,5.4,,2,63.8,,,3.5,
152,울산,2024-02-29,4.5,7,2.4,83.6,,,9,
152,울산,2024-03-01,1.4,,4.3,31.3,,,3.5,
152,울산,2024-03-02,0.4,,3.6,33.5,,,0,
152,울산,2024-03-03,6.4,,2.8,47.3,,,1.6,
152,울산,2024-03-04,8.1,0.1,1.5,53.9,,,6.1,
152,울산,2024-03-05,6.8,18.3,3,88.4,,,10,
152,울산,2024-03-06,6.3,0.3,3.8,74.3,,,9.1,
152,울산,2024-03-07,5.1,0.4,2.1,73,,,7.4,
152,울산,2024-03-08,4.5,,3.3,36,,,0.3,
152,울산,2024-03-09,3.1,,2.3,47.5,,,0,
152,울산,2024-03-10,6.4,,1.7,42.9,,,1,
152,울산,2024-03-11,8.4,2.2,1.9,53.8,,,8.8,
152,울산,2024-03-12,6.7,0.7,2.3,73.6,,,4.3,
152,울산,2024-03-13,8.3,,1.8,51.4,,,0.1,
152,울산,2024-03-14,10.8,,2.9,33.3,,,3.6,
152,울산,2024-03-15,13.7,,2.4,27.5,,,0,
152,울산,2024-03-16,13.9,0,2.3,43,,,4.3,
152,울산,2024-03-17,13.1,0,2.9,47.1,,,4.6,
152,울산,2024-03-18,8.8,,3,51.8,,,2.6,
152,울산,2024-03-19,10.6,,3.5,38.5,,,6,
152,울산,2024-03-20,5.5,,3.7,46.6,,,1.9,
152,울산,2024-03-21,5.3,,2,45.4,,,0.4,
152,울산,2024-03-22,9.8,1.1,2.8,62.9,,,6.9,
152,울산,2024-03-23,15.6,0.5,2.7,69.8,,,5.3,
152,울산,2024-03-24,10.7,1.3,2.6,77,,,9.8,
152,울산,2024-03-25,9.7,11.7,3.3,82,,,9.5,
152,울산,2024-03-26,7,12.7,3.4,81.4,,,7.4,
152,울산,2024-03-27,9,,1.8,72.4,,,4.4,
152,울산,2024-03-28,10.7,30.8,1.9,87.4,,,8.8,0.48
152,울산,2024-03-29,14,,3.5,49,,,0.8,
152,울산,2024-03-30,13.5,0.1,2.6,46.1,,,2.5,
152,울산,2024-03-31,11.7,,1.7,68.8,,,4.3,
152,울산,2024-04-01,13.6,,1.9,55.6,,,0,
152,울산,2024-04-02,15,3.4,1.4,58.5,,,7.9,
152,울산,2024-04-03,11.6,49.4,2.5,93,,,10,
152,울산,2024-04-04,11.7,0,2.8,64.3,,,8.4,
152,울산,2024-04-05,12,,2.1,61.3,,,3,
152,울산,2024-04-06,13.6,,1.2,69.1,,,5.1,
152,울산,2024-04-07,16.3,,2,50.6,,,4.6,
152,울산,2024-04-08,17,0,1.2,53.3,,,8.8,
152,울산,2024-04-09,11.1,0,3.8,58.6,,,5.4,
152,울산,2024-04-10,10.5,,1.5,64.8,,,5.5,
152,울산,2024-04-11,13.8,,1.3,66.9,,,7.1,
152,울산,2024-04-12,16.1,,1.5,69.3,,,5.8,
152,울산,2024-04-13,17,,1.3,65.4,,,0.9,
152,울산,2024-04-14,17.5,,1.3,63.3,,,4.1,
152,울산,2024-04-15,15.5,16.5,1.7,88.5,,,8.4,
152,울산,2024-04-16,18.2,,2.1,59.5,,,3.6,5.58
152,울산,2024-04-17,16,,2.4,56.3,,,5,
152,울산,2024-04-18,15.3,,2,63.4,,,1.1,
152,울산,2024-04-19,18.8,,1.4,55.6,,,3,
152,울산,2024-04-20,14.9,7.9,1.6,83.8,,,9.8,
152,울산,2024-04-21,14.6,4,2.5,91.5,,,9.8,
152,울산,2024-04-22,14,,2.9,79.3,,,9.3,
152,울산,2024-04-23,13.1,11.7,3.4,76.5,,,9.1,
152,울산,2024-04-24,12.7,1,1.2,82.9,,,6,
152,울산,2024-04-25,16.7,,1.5,66.4,,,0.8,
152,울산,2024-04-26,16.6,,1,73.8,,,6.3,
152,울산,2024-04-27,18.2,,1.3,69.3,,,0,
152,울산,2024-04-28,17.1,,1.7,72,,,5.1,
152,울산,2024-04-29,13.5,5.1,2.9,88.3,,,10,
152,울산,2024-04-30,15.6,0.1,1.8,80.6,,,9.3,
152,울산,2024-05-01,12.7,0.2,3.2,67,,,7.5,
152,울산,2024-05-02,13.2,,1.6,69.6,,,2.5,
152,울산,2024-05-03,16,,1.2,61.6,,,0,
152,울산,2024-05-04,17.5,,1.2,68.9,,,3,
152,울산,2024-05-05,17.5,15.5,2.7,87.1,,,10,
152,울산,2024-05-06,19.8,30.1,3.6,73,,,8.1,
152,울산,2024-05-07,13.9,1.7,2.4,80.8,,,9.4,
152,울산,2024-05-08,11.6,2.3,2.7,74.8,,,5.8,
152,울산,2024-05-09,15.3,,1.6,68.9,,,0,
152,울산,2024-05-10,20.7,,3.2,36.6,,,0.5,
152,울산,2024-05-11,19.7,0,4.5,68.1,,,6.1,
152,울산,2024-05-12,18.8,6.1,2,64.8,,,7.9,
152,울산,2024-05-13,16.4,,2.4,59.8,,,0,
152,울산,2024-05-14,18,,1.2,60.6,,,0,
152,울산,2024-05-15,17.9,11,1.7,66.6,,,2.5,
152,울산,2024-05-16,14.4,1.3,2.6,56.3,,,4.1,
152,울산,2024-05-17,17.9,,1.9,55.6,,,2.9,
152,울산,2024-05-18,21.3,,1.8,43.6,,,0.4,
152,울산,2024-05-19,20.3,,1.3,48.9,,,0.4,
152,울산,2024-05-20,19.6,,1.7,63.5,,,3.8,
152,울산,2024-05-21,16,,2.3,75.3,,,4.6,
152,울산,2024-05-22,17.8,,1.2,71,,,6.3,
152,울산,2024-05-23,22.2,,1.4,62.4,,,4.1,
152,울산,2024-05-24,19.5,,2.7,60.8,,,2.4,
152,울산,2024-05-25,17.7,,2.1,63.6,,,6.5,
152,울산,2024-05-26,20.1,1.1,3,77.6,,,7.1,
152,울산,2024-05-27,22,,2.5,50.1,,,6.8,
152,울산,2024-05-28,17.4,,3.3,59.6,,,4.3,
152,울산,2024-05-29,18,,1.4,65.1,,,0.9,
152,울산,2024-05-30,19.6,0,0.9,65.6,,,9,
152,울산,2024-05-31,21.5,0,1.5,55.5,,,3.8,
152,울산,2024-06-01,19.9,0,2.1,63.1,,,6.5,
152,울산,2024-06-02,17.6,,2,75.3,,,6.5,
152,울산,2024-06-03,17.8,0.1,2.3,72.8,,,5.9,
152,울산,2024-06-04,17.3,,2.3,73.3,,,2.8,
152,울산,2024-06-05,18.5,,1.3,66.6,,,5,
152,울산,2024-06-06,19.6,,1.1,73.3,,,8,
152,울산,2024-06-07,21.4,,1,67,,,5.3,
152,울산,2024-06-08,19.4,16.5,1.1,83.3,,,10,
152,울산,2024-06-09,20,3.7,0.4,89.9,,,7.9,
152,울산,2024-06-10,23.6,,0.8,70.9,,,2.4,2.13
152,울산,2024-06-11,25.2,,1.2,63.8,,,3.9,
152,울산,2024-06-12,25,0,0.9,65.9,,,2.5,
152,울산,2024-06-13,25.4,,1.3,62.6,,,1.3,
152,울산,2024-06-14,24.2,,1.1,67,,,4.3,1.3
152,울산,2024-06-15,24.3,24,1.5,72.1,,,5.3,
152,울산,2024-06-16,24.2,,1.6,70.3,,,4.1,
152,울산,2024-06-17,23,,1.5,60,,,7.3,
152,울산,2024-06-18,24.9,,1.4,53.6,,,1.5,
152,울산,2024-06-19,26.7,,1.4,52.1,,,5.9,
152,울산,2024-06-20,23,,1.5,66.9,,,8.4,
152,울산,2024-06-21,23.8,,1.4,73.1,,,7.6,
152,울산,2024-06-22,22.8,33.7,1,91.4,,,9.9,0.5
152,울산,2024-06-23,24.3,0,0.9,83.9,,,8.6,
152,울산,2024-06-24,25.6,,2.5,72.3,,,7.4,
152,울산,2024-06-25,23.9,,1.9,54.4,,,8,
152,울산,2024-06-26,22.8,,1.5,58.5,,,7,
152,울산,2024-06-27,21.3,0,1,70,,,9,
152,울산,2024-06-28,23.1,,1.4,74.4,,,3.3,
152,울산,2024-06-29,23.5,35.9,2.1,85,,,8.9,
152,울산,2024-06-30,25.5,10.7,3.6,84.3,,,9.6,
152,울산,2024-07-01,26,,1.4,77,,,4.9,
152,울산,2024-07-02,23.2,48.5,1.1,91.5,,,10,
152,울산,2024-07-03,27.6,0.2,4,75.8,,,4.9,
152,울산,2024-07-04,27.8,,1.9,67.5,,,0.6,
152,울산,2024-07-05,28.5,0,3.1,68.5,,,3.6,
156,광주,2023-06-01,19,10.4,0.5,91.4,,,9.1,
156,광주,2023-06-02,22.2,3.5,1.3,84.1,,,4,
156,광주,2023-06-03,22,,1.1,63.6,,,1.8,
156,광주,2023-06-04,22.4,,0.9,57.8,,,6.6,
156,광주,2023-06-05,21.2,,0.9,75.3,,,7.9,
156,광주,2023-06-06,21.6,,0.9,75.8,,,3.6,
156,광주,2023-06-07,21.7,,1.3,79.4,,,6.5,
156,광주,2023-06-08,22.5,,1.7,79.6,,,6,
156,광주,2023-06-09,24.2,0,1.4,71.4,,,4.3,
156,광주,2023-06-10,24.1,,1.8,78.8,,,6.3,
156,광주,2023-06-11,24.5,0,1,82,,,6.9,
156,광주,2023-06-12,23.8,0,0.7,78.8,,,3.3,
156,광주,2023-06-13,23.4,,0.7,72.4,,,4.3,
156,광주,2023-06-14,22.8,0,0.8,69.8,,,2.1,
156,광주,2023-06-15,22.8,,0.7,66.9,,,0.9,
156,광주,2023-06-16,24.3,,0.8,69.9,,,1.5,
156,광주,2023-06-17,24.8,,0.7,68.9,,,7.5,
156,광주,2023-06-18,25.8,,0.6,60.1,,,4.1,
156,광주,2023-06-19,26.6,,0.9,70.1,,,5.1,
156,광주,2023-06-20,24.3,8.9,1.1,73.9,,,8.4,
156,광주,2023-06-21,22.2,0.5,0.7,98.4,,,9.5,
156,광주,2023-06-22,22.8,,0.6,85.6,,,5.5,
156,광주,2023-06-23,25,,1,78,,,4.6,
156,광주,2023-06-24,25.6,,1.1,75.8,,,7.8,
156,광주,2023-06-25,22.7,7.1,0.7,91.1,,,9.8,
156,광주,2023-06-26,24,74.3,2.2,99,,,10,
156,광주,2023-06-27,25,130.2,1.9,94.6,,,9,
156,광주,2023-06-28,22.7,153.3,0.8,99,,,10,
156,광주,2023-06-29,24.6,38.3,1.8,99,,,10,0.13
156,광주,2023-06-30,24.1,14.7,1.5,99,,,10,
156,광주,2023-07-01,25.3,1.6,0.7,96.1,,,7.8,1.57
156,광주,2023-07-02,26.8,,0.9,91,,,6,
156,광주,2023-07-03,27.1,,1.2,94.5,,,8.1,
156,광주,2023-07-04,24.7,27,1.2,98.9,,,9.6,
156,광주,2023-07-05,25.6,32,1.6,88.4,,,4.1,
156,광주,2023-07-06,26.3,,0.8,81,,,6.8,
156,광주,2023-07-07,23.7,60,1,98.6,,,9.9,
156,광주,2023-07-08,26.5,,1.1,97.1,,,8.4,
156,광주,2023-07-09,27.2,0,1.5,98.1,,,8.9,
156,광주,2023-07-10,27.4,6.4,1.7,94.4,,,7.5,
156,광주,2023-07-11,24.8,87.6,1,99,,,9.5,
156,광주,2023-07-12,25.8,2.8,1.5,99,,,9.8,
156,광주,2023-07-13,26.1,4.4,1.7,99,,,10,
156,광주,2023-07-14,25.4,51.6,3.9,99,,,10,
156,광주,2023-07-15,24.7,56.3,3.7,99,,,10,
156,광주,2023-07-16,24.2,54.2,1.1,98,,,9.5,
156,광주,2023-07-17,25,66.6,0.9,98.4,,,9.4,
156,광주,2023-07-18,24.5,64.7,1.1,99,,,9.6,
156,광주,2023-07-19,26.2,2.9,0.8,94,,,8.6,
156,광주,2023-07-20,26.9,3.7,0.5,89.5,,,7.3,
156,광주,2023-07-21,27.1,,1.3,80.9,,,3.1,
156,광주,2023-07-22,24.5,13.9,1.2,97.3,,,8.8,
156,광주,2023-07-23,25.9,48,2.2,98.8,,,10,
156,광주,2023-07-24,25.2,100.3,1,98.9,,,9.5,
156,광주,2023-07-25,27.1,0,1.3,94.3,,,7.1,
156,광주,2023-07-26,27.4,0.6,1.3,92.8,,,6.1,
156,광주,2023-07-27,28.2,,1.3,88.6,,,4,
156,광주,2023-07-28,28,,0.7,91.6,,,7.8,
156,광주,2023-07-29,29.6,,0.6,82.4,,,4.3,
156,광주,2023-07-30,28.5,,1.1,85.1,,,2.8,
156,광주,2023-07-31,28.6,0,0.5,86.8,,,5.1,
156,광주,2023-08-01,29.9,,0.9,82.1,,,3.5,
156,광주,2023-08-02,29.3,3.4,0.5,89.1,,,4.1,
156,광주,2023-08-03,29.4,,0.9,84.1,,,2.5,
156,광주,2023-08-04,29.6,,0.7,84,,,3.3,
156,광주,2023-08-05,30.2,,0.8,82.6,,,0.9,
156,광주,2023-08-06,29.9,0,0.8,87.9,,,4.4,
156,광주,2023-08-07,29.1,8.4,0.7,90.3,,,5.1,
156,광주,2023-08-08,28.8,5.5,0.9,89.3,,,4.1,
156,광주,2023-08-09,26.2,1,2.2,98.1,,,8.4,
156,광주,2023-08-10,23.3,92.4,2.2,99,,,9.5,
156,광주,2023-08-11,26.8,0,2,88.4,,,5.9,
156,광주,2023-08-12,26.6,0.2,0.5,90.4,,,5.4,
156,광주,2023-08-13,27.7,,0.2,88.4,,,5.1,
156,광주,2023-08-14,28.5,3.7,0.5,90.3,,,6.5,
156,광주,2023-08-15,28.1,,0.4,89.4,,,6.3,
156,광주,2023-08-16,27.7,,0.5,87,,,5,
156,광주,2023-08-17,27.5,0,0.5,88.1,,,7.1,
156,광주,2023-08-18,27.3,74.5,0.7,90.1,,,5.5,
156,광주,2023-08-19,28.3,,0.3,89.3,,,6.3,
156,광주,2023-08-20,28.6,,1,86.5,,,3.3,
156,광주,2023-08-21,28.8,,2.1,86.9,,,3.5,
156,광주,2023-08-22,28.4,0.3,2.6,90,,,5.5,
156,광주,2023-08-23,25.4,58.9,1,99,,,9.3,
156,광주,2023-08-24,25.2,34.9,0.6,99,,,7.5,
156,광주,2023-08-25,26.2,,0.8,88.9,,,3.3,
156,광주,2023-08-26,26,,1.2,83.4,,,2.1,
156,광주,2023-08-27,27,,1.1,87.8,,,5.4,
156,광주,2023-08-28,26.9,6.4,1.7,93.4,,,9,
156,광주,2023-08-29,25.5,37.5,1.7,99,,,9.6,
156,광주,2023-08-30,21.9,14,0.8,99,,,9,
156,광주,2023-08-31,23.6,0.1,0.9,90.3,,,5.3,
156,광주,2023-09-01,24.6,,1.5,83.5,,,4.9,
156,광주,2023-09-02,24.3,2.5,0.7,98.1,,,6.8,
156,광주,2023-09-03,27.1,,1.1,91.5,,,6.1,
156,광주,2023-09-04,26.6,8,0.7,90.1,,,6,
156,광주,2023-09-05,27,,0.8,83.1,,,4.1,
156,광주,2023-09-06,27,0,0.9,82.3,,,1.5,
156,광주,2023-09-07,25.7,,1.3,68.5,,,0,
156,광주,2023-09-08,24.7,,0.9,71.5,,,0,
156,광주,2023-09-09,25.1,,0.6,80.9,,,1.5,
156,광주,2023-09-10,25.3,,0.5,86.3,,,6.8,
156,광주,2023-09-11,25.4,,0.5,79.9,,,5.3,
156,광주,2023-09-12,25.1,,0.4,80.1,,,8.1,
156,광주,2023-09-13,22.5,30.1,1.2,98.9,,,10,
156,광주,2023-09-14,22.2,14.1,0.8,98.5,,,9.6,
156,광주,2023-09-15,23.9,42.8,1.4,98.8,,,8.3,
156,광주,2023-09-16,23.7,34,0.6,99,,,7,
156,광주,2023-09-17,24.7,3.2,0.7,95.4,,,7.8,
156,광주,2023-09-18,25.3,,0.6,90,,,4.5,0.37
156,광주,2023-09-19,24.5,,0.5,86.9,,,6.3,
156,광주,2023-09-20,23.6,11,1.8,99,,,9.8,
156,광주,2023-09-21,21.3,3,0.9,98.1,,,8.6,
156,광주,2023-09-22,20.9,,1,85.1,,,3.9,
156,광주,2023-09-23,20.5,,1.2,80.5,,,7.4,
156,광주,2023-09-24,21.5,,2,75,,,4.8,
156,광주,2023-09-25,22.6,0,1.7,83,,,9.1,
156,광주,2023-09-26,23.2,0.3,1.4,96.1,,,9.9,
156,광주,2023-09-27,22.5,0.9,0.8,97.1,,,8.9,
156,광주,2023-09-28,22.9,,0.7,89.9,,,4.4,
156,광주,2023-09-29,21.7,0,0.5,81.4,,,5.1,
156,광주,2023-09-30,19.2,2.6,0.8,87.6,,,7.6,
156,광주,2023-10-01,19.6,,1.4,66,,,2,
156,광주,2023-10-02,18.9,,1.1,66.3,,,5.4,
156,광주,2023-10-03,16.9,1.4,1,87.5,,,6.8,
156,광주,2023-10-04,18.3,0.9,0.7,84.4,,,6.1,
156,광주,2023-10-05,16.7,,2,51.6,,,5.6,
156,광주,2023-10-06,16.7,,1.3,56.6,,,8.9,
156,광주,2023-10-07,17.5,0.1,0.8,75.6,,,9.6,
156,광주,2023-10-08,17.9,1.4,1.8,84,,,7.8,
156,광주,2023-10-09,18.7,,0.9,80,,,7.8,
156,광주,2023-10-10,18,,1.1,79.8,,,2.9,
156,광주,2023-10-11,18.6,,0.8,72.9,,,0.9,
156,광주,2023-10-12,18.4,,1,65.3,,,3.8,
156,광주,2023-10-13,18.1,,0.5,70.5,,,8.9,
156,광주,2023-10-14,17.5,0,1.1,82.1,,,6.3,
156,광주,2023-10-15,17.1,0,1,83.1,,,2.5,
156,광주,2023-10-16,15.8,,0.9,77.8,,,1,
156,광주,2023-10-17,14.9,,0.6,75.1,,,0,
156,광주,2023-10-18,16.3,,0.9,71.1,,,1.1,
156,광주,2023-10-19,17.2,5.4,1,89.4,,,7.4,
156,광주,2023-10-20,13.3,1.9,1.7,69.5,,,5.4,
156,광주,2023-10-21,12.5,0.4,1.1,70.6,,,1.4,
156,광주,2023-10-22,12.9,,0.3,82.8,,,6.1,
156,광주,2023-10-23,14.9,,0.5,80.4,,,0.5,
156,광주,2023-10-24,15,,0.5,78.3,,,4.3,
156,광주,2023-10-25,17.2,,0.5,85.3,,,0.6,
156,광주,2023-10-26,17.8,0,0.9,88,,,4.5,
156,광주,2023-10-27,15.6,,0.8,73.3,,,1.4,
156,광주,2023-10-28,14.9,,0.6,81.6,,,0,
156,광주,2023-10-29,16,,0.5,81,,,2.1,
156,광주,2023-10-30,16.1,,0.5,82.1,,,0.6,
156,광주,2023-10-31,15.7,,0.7,75.1,,,0.8,
156,광주,2023-11-01,18.6,,1.2,85,,,3.6,
156,광주,2023-11-02,19.7,,1.1,74.9,,,1.8,
156,광주,2023-11-03,19.4,,1,85.1,,,2.8,
156,광주,2023-11-04,20,0.4,0.7,93.3,,,6.5,
156,광주,2023-11-05,20.7,1.8,1.8,93.3,,,8.5,
156,광주,2023-11-06,16.2,26.8,3.1,77.8,,,7.3,
156,광주,2023-11-07,10.8,0,1.7,65.3,,,3.4,
156,광주,2023-11-08,11.4,,0.8,62.8,,,1.9,
156,광주,2023-11-09,15.4,14.7,0.7,85.8,,,6.6,
156,광주,2023-11-10,8.5,3.5,2.4,65.4,,,4.9,
156,광주,2023-11-11,5.5,,1.7,56.5,,,5.3,
156,광주,2023-11-12,5.7,,1.8,64.6,,,6.3,
156,광주,2023-11-13,5.4,,1.9,68.4,,,2.1,
156,광주,2023-11-14,8.2,,0.9,74,,,6.4,
156,광주,2023-11-15,8.7,,0.7,79.1,,,2,
156,광주,2023-11-16,7.2,12.7,0.7,96.3,,,8.6,
156,광주,2023-11-17,4.9,9.3,1.2,87.5,1,1,8.8,
156,광주,2023-11-18,4.6,1.5,1.4,78.8,3.3,3.8,7.5,
156,광주,2023-11-19,9.2,,1,85.4,,,,
156,광주,2023-11-20,9,,1.1,61.9,,,0,
156,광주,2023-11-21,8.8,,0.6,80.4,,,0,
156,광주,2023-11-22,11.3,,0.9,87.4,,,2.6,
156,광주,2023-11-23,13.3,0,1.5,84.4,,,6.9,
156,광주,2023-11-24,4,0,3,58.1,,,6,
